scorer,,,Anir,Anir,Anir,Anir,Anir,Anir,Anir,Anir,Anir,Anir,Anir,Anir,Anir,Anir,Anir,Anir
labeled-data,J6-491,img12296.png,386.8165601454936,696.9316937652194,365.66961033661664,687.0631171877435,363.55491535572895,717.3737452471338,360.03042372091613,672.6127014850108,350.1618471434402,720.5457877184654,327.95754984411934,697.6365920921819,307.1630491987236,671.555353994567,300.81896425606055,570.0499949119575
labeled-data,J6-491,img12394.png,363.20246619224764,714.5541519392835,380.1200260393493,677.1945406102675,370.25144946187334,680.7190322450804,352.6289912878092,666.6210657058291,346.28490634514606,720.193338554984,330.07224482500703,696.5792446017381,298.70426927517286,670.1455573406419,301.5238625830231,575.3367323641767
labeled-data,J6-491,img12460.png,388.2263567994188,712.7919061218771,373.0710427697236,696.5792446017381,364.2598136826915,727.2423218246097,361.7926695383225,678.6043372641926,349.80939797995893,724.7751776802407,333.94918562330116,698.6939395826257,305.7532525447985,675.0798456293799,290.24548935162204,574.2793848737329
labeled-data,J6-491,img12526.png,386.11166181853105,693.4072021304065,367.07940699054177,672.9651506484921,373.4234919332049,712.7919061218771,356.153482922622,672.6127014850108,362.8500170287664,720.193338554984,336.06388060418885,700.4561854000322,309.6301933430926,676.8420914467863,284.9587518994028,573.5744865467702
labeled-data,J6-491,img12558.png,385.05431432808723,707.1527195061766,371.66124611579846,696.5792446017381,375.89063607757384,725.4800760072033,362.8500170287664,681.0714814085616,351.21919463388406,731.1192626229038,331.83449064241347,701.513532890476,307.51549836220494,676.1371931198237,285.66365022636535,574.9842832006955
labeled-data,J6-491,img12755.png,377.300432731499,686.0057696972996,353.686338778253,675.4322947928611,365.66961033661664,710.3247619775082,344.5226605277397,667.6784131962729,359.32552539395357,718.4310927375776,329.0148973345632,700.8086345635135,308.57284585264875,675.7847439563424,262.4020054366007,575.689181527658
labeled-data,J6-491,img12821.png,377.300432731499,694.8169987843316,360.7353220478787,677.5469897737488,358.97307623047226,707.8576178331391,351.5716437973653,669.4406590136794,345.5800080181835,720.193338554984,322.6708123919001,699.0463887461071,309.6301933430926,675.4322947928611,257.820166311344,571.1073424024013
labeled-data,J6-491,img12886.png,386.8165601454936,682.1288288990055,361.08777121135995,683.5386255529306,370.9563477888359,710.3247619775082,349.4569488164776,671.2029048310857,353.33388961477175,718.0786435740963,324.7855073727878,700.103736236551,306.8106000352424,669.4406590136794,256.7628188209001,570.4024440754388
labeled-data,J6-491,img12985.png,298.70426927517286,653.9328958205028,316.67917661271827,672.6127014850108,338.17857558507654,653.5804466570215,310.3350916700552,689.1778121686311,358.620627066991,675.7847439563424,335.00653311374504,709.6198636505455,301.1714134195418,670.8504556676044,250.7711830417183,574.631834037214
labeled-data,J6-491,img13411.png,386.46411098201236,683.5386255529306,352.6289912878092,682.833727225968,360.7353220478787,709.6198636505455,360.3828728843974,671.9078031580482,350.1618471434402,720.193338554984,326.1953040267129,704.6855753618077,300.81896425606055,678.2518881007113,254.64812384001243,572.8695882198077
labeled-data,J6-491,img13542.png,378.35778022194285,717.0212960836525,366.7269578270605,695.8743462747755,367.78430531750433,722.3080335358718,357.2108304130659,683.5386255529306,346.28490634514606,729.0045676420161,328.30999900760065,700.4561854000322,300.114065929098,677.1945406102675,262.75445460008194,585.2053089416527
labeled-data,J6-491,img13575.png,383.99696683764336,697.9890412556632,360.03042372091613,691.2925071495188,360.7353220478787,717.7261944106151,354.7436862686969,674.022498138936,352.6289912878092,724.7751776802407,326.5477531901942,701.513532890476,297.9993709482103,679.3092355911551,263.10690376356325,586.967554759059
labeled-data,J6-491,img13772.png,377.6528818949803,671.2029048310857,354.0387879417343,680.0141339181177,371.30879695231715,699.3988379095883,335.3589822772263,676.1371931198237,359.32552539395357,718.7835419010589,332.53938896937603,712.4394569583958,312.09733748746163,681.7763797355242,274.032827831483,572.8695882198077
labeled-data,J6-491,img13837.png,333.59673645981985,651.1133025126526,317.38407493968083,665.5637182153852,343.11286387381455,666.9735148693103,315.26937995879314,677.1945406102675,357.91572874002844,682.4812780624868,334.3016347867825,713.4968044488396,308.92529501613006,671.9078031580482,294.12243014991617,572.8695882198077
labeled-data,J6-491,img13936.png,387.1690093089749,689.5302613321124,362.8500170287664,688.4729138416685,366.7269578270605,713.4968044488396,351.5716437973653,673.3175998119734,352.2765421243279,724.4227285167594,327.95754984411934,707.1527195061766,308.92529501613006,678.9567864276739,297.9993709482103,575.689181527658
labeled-data,J6-491,img14034.png,383.6445176741621,698.3414904191445,369.899000298392,678.6043372641926,359.6779745574348,706.8002703426953,355.8010337591407,666.2686165423477,346.9898046721086,715.259050266246,329.7197956615258,684.9484222068558,290.9503876785846,681.423930572043,252.88587802260605,589.4346989034279
labeled-data,J6-491,img14100.png,,,,,,,353.686338778253,683.1861763894493,320.20366824753114,724.0702793532782,318.4414224301247,683.5386255529306,289.8930401881408,680.7190322450804,236.32076733898572,600.7130721348291
labeled-data,J6-491,img14264.png,366.02205950009795,725.4800760072033,367.4318561540231,708.9149653235829,345.9324571816648,723.7178301897968,364.2598136826915,689.8827104955938,324.4330582093065,720.193338554984,333.59673645981985,684.5959730433744,302.58121007346693,696.2267954382568,187.68278277856865,690.235159659075
labeled-data,J6-491,img14395.png,382.58717018371823,665.2112690519039,350.5142963069215,658.8671841092407,357.91572874002844,688.1204646781873,337.8261264215953,655.6951416379093,351.9240929608466,702.9233295444012,319.14632075708727,692.702303803444,284.9587518994028,701.8659820539574,194.02686772123172,634.1957426655509
labeled-data,J6-491,img14427.png,359.6779745574348,648.2937092048023,340.9981688929268,659.5720824362033,361.7926695383225,678.6043372641926,319.14632075708727,658.5147349457595,355.44858459565944,696.9316937652194,320.20366824753114,697.9890412556632,286.01609938984666,702.5708803809199,198.25625768300716,637.7202343003638
labeled-data,J6-491,img14559.png,392.80819592467543,690.5876088225563,370.6038986253546,696.2267954382568,373.0710427697236,721.6031352089092,365.3171611731354,680.0141339181177,356.153482922622,724.4227285167594,333.94918562330116,698.6939395826257,296.23712513080386,682.4812780624868,244.07464893557398,595.0738855191286
labeled-data,J6-491,img14788.png,234.20607235809803,410.7429515066278,206.71503760655793,427.3080621902481,231.73892821372908,437.5290879312053,186.62543528812483,449.8648086530502,235.96831817550446,468.5446143175582,207.4199359335205,492.51115743428545,213.4115717127023,538.6819978503336,222.57524996321575,664.1539000496701
labeled-data,J6-491,img14952.png,251.4760813686809,285.97595839014843,251.4760813686809,244.73940626283826,234.91097068506062,259.1898219655709,241.2550556277237,229.2316430696618,218.3458600014403,271.17309352393454,199.313605173451,258.4849236386083,226.4521907615098,312.05719648776335,252.18097969564346,435.41440370621245
labeled-data,J6-491,img14985.png,240.55015730076113,324.74536637308955,249.3613863877932,296.19698413110564,229.62423323284136,310.2949506703569,249.3613863877932,270.82064436045323,211.6493258952959,300.426374092881,204.24789346218896,275.0500343222286,216.93606334751516,320.5159764113141,266.27894623489476,407.5709197911911
labeled-data,J6-491,img15214.png,220.8130041458093,314.8767897956136,234.91097068506062,294.0822891502179,212.35422422225847,297.959229948512,235.61586901202318,271.17309352393454,195.08421521167557,288.7955516979987,197.55135935604457,267.29615272564035,190.14992692293762,315.5816881225762,188.03523194204993,436.8242003601376
labeled-data,J6-491,img15313.png,263.8118020905258,283.50881424577943,238.43546231987344,257.7800253116458,231.38647905024774,289.5004500249612,216.58361418403385,244.38695709935698,218.3458600014403,296.90188245806814,194.73176604819432,272.23044101437836,186.97788445160606,315.9341372860575,200.01850350041357,435.76685286969376
labeled-data,J6-491,img15444.png,259.93486129223174,243.32960960891313,222.57524996321567,237.6904229932126,229.62423323284136,263.4192119273463,193.67441855775044,236.63307550276875,226.8046399249911,277.86962763007887,195.08421521167557,274.6975851587473,188.38768110553124,309.5900523433944,217.99341083795903,422.373784657405
labeled-data,J6-491,img15608.png,255.0005730034937,273.6402376683035,231.73892821372905,247.20655040720726,225.74729243454723,276.81228013963505,210.23952924137078,235.5757280123249,215.52626669359003,294.0822891502179,191.91217274034406,265.8863560717152,185.56808779768093,305.7131115451003,213.7640208761836,419.55419134955474
labeled-data,J6-491,img15673.png,240.55015730076113,295.492085804143,243.01730144513013,266.9437035621591,217.99341083795903,281.39411926489174,234.91097068506062,246.85410124372598,218.6983091649216,300.0739249293997,194.73176604819432,275.4024834857099,189.44502859597506,302.5410690737687,216.2311650205526,414.2674538973355
labeled-data,J6-491,img15772.png,271.9181328505954,282.09901759185425,252.18097969564346,255.31288116727677,240.90260646424244,278.92697512052274,238.7879114833547,240.86246546454416,225.39484327106598,291.96759416933025,204.95279178915152,270.4681951969719,184.86318947071837,301.83617074680615,214.82136836662747,412.50520807992905
labeled-data,J6-491,img16231.png,246.8942422434242,341.66292622019114,229.97668239632262,323.6880188826457,214.1164700396649,341.3104770567099,247.2466914069055,313.4669931416885,192.61707106730663,319.106179757389,208.47728342396434,292.67249249629276,180.9862486724243,288.4431025345174,183.80584198027455,383.25192751098257
labeled-data,J6-491,img16362.png,235.61586901202318,363.867223519512,243.01730144513013,344.8349686915227,212.70667338573978,347.3021128358917,247.95158973386808,326.507612190496,200.37095266389483,320.16352724783286,217.64096167447772,297.959229948512,184.1582911437558,283.8612634092607,181.33869783590555,382.89947834750126
labeled-data,J6-491,img16559.png,320.20366824753114,263.7716610908276,279.6720144471835,250.02614371505751,294.4748793133974,286.3284075536297,265.22159874445094,258.4849236386083,289.54059102465953,302.18861991028746,263.1069037635633,295.13963664066176,233.85362319461674,311.3522981608008,168.65052795057935,399.4645890311216
labeled-data,J6-491,img16887.png,265.92649707141356,340.6055787297473,268.0411920523012,316.28658644953873,243.7221997720927,329.32720549834625,268.7460903792638,299.0165774389559,235.61586901202318,336.02373960449063,222.92769912669698,305.7131115451003,208.47728342396434,342.720273710635,250.77118304171833,434.0046070522873
labeled-data,J6-491,img17083.png,217.64096167447772,407.5709197911911,228.21443657891624,374.79314758743175,197.90380851952588,368.09661348128736,259.58241212875043,375.8504950778756,215.17381753010872,344.8349686915227,244.7795472625365,338.8433329123409,235.96831817550444,304.6557640546564,170.76522293146704,344.8349686915227
labeled-data,J6-491,img17116.png,166.88828213317296,375.8504950778756,195.7891135386382,380.78478336661357,188.03523194204993,353.9986469420361,235.26341984854187,387.1288683092767,205.30524095263283,338.4908837488596,238.43546231987344,342.3678245471537,256.41036965741887,306.41800987206284,172.87991791235478,334.6139429505655
labeled-data,J6-491,img17182.png,193.3219693942692,268.3535002160843,178.16665536457398,307.47535736250666,203.5429951352264,307.1229081990254,173.58481623931735,344.13007036456014,220.46055498232798,318.4012814304265,220.46055498232798,348.3594603263355,259.2299629652691,333.90904462360294,186.6254352881248,258.8373728020896
labeled-data,J6-491,img17280.png,168.2980787870981,264.8290085812714,173.58481623931735,309.2376031799131,199.66605433693226,301.83617074680615,179.22400285501786,348.3594603263355,214.1164700396649,321.22087473827673,224.68994494410342,344.8349686915227,258.5250646383066,334.6139429505655,195.08421521167563,238.39532132017519
labeled-data,J6-491,img17313.png,166.88828213317296,268.001051052603,174.2897145662799,309.2376031799131,197.55135935604457,300.426374092881,179.57645201849917,350.8266044707045,208.47728342396434,319.8110780843516,230.32913155980393,349.76925698026065,262.4020054366007,334.6139429505655,197.90380851952588,238.0428721566939
labeled-data,J6-491,img17379.png,199.31360517345104,526.6987370478648,199.66605433693235,498.1503548058808,171.822570421911,499.20770229632467,211.649325895296,473.1264641987097,159.48684970006605,472.42156587174713,185.21563863419976,439.9962428314691,188.74013026901258,379.0225375492071,154.90501057480935,254.96043200379546
labeled-data,J6-491,img17575.png,182.39604532634942,933.0725902740998,200.37095266389485,905.5815555225597,171.47012125842963,890.0737923293832,229.62423323284136,884.7870548771639,189.44502859597506,858.3533676160678,227.86198741543492,830.5098837010463,257.11526798438143,791.7404757181051,289.5405910246595,681.4238875484635
labeled-data,J6-491,img17641.png,277.90976862977715,872.0988849918377,241.607504791205,856.9435709621425,230.68158072328518,888.3115465119768,249.00893722431195,840.7309094420035,209.18218175092693,884.0821565502014,206.36258844307667,852.0092826734046,212.00177505877718,807.9531372382442,292.71263349599104,721.6030921853298
labeled-data,J6-491,img17739.png,245.13199642601782,903.1144113781907,232.79627570417293,880.5576649153886,203.5429951352264,903.1144113781907,239.84525897379856,865.0499017222121,180.98624867242427,873.1562324822817,201.78074931781998,843.9029519133351,207.7723850970018,798.7894589877308,276.8524211393333,703.6281848477844
labeled-data,J6-491,img18034.png,278.2622177932584,820.9937562870516,247.95158973386808,833.6819261723779,260.9922087826755,855.8862234716987,230.68158072328518,835.4441719897843,264.5167004174884,869.6317408474688,231.0340298867665,873.1562324822817,198.96115600996973,876.6807241170944,178.166655364574,772.0033225631533
labeled-data,J6-491,img18067.png,275.44262448540815,819.2315104696453,249.7138355512745,835.091722826303,262.4020054366007,858.3533676160678,236.32076733898575,829.4525362106025,264.5167004174884,871.3939866648752,231.3864790502478,868.2219441935435,197.90380851952588,876.3282749536131,178.87155369153658,773.0606700535972
labeled-data,J6-491,img18165.png,258.17261547482525,787.5110857563297,236.673216502467,824.1657987583833,264.16425125400707,828.7476378836399,226.09974159802854,833.6819261723779,270.5083361966702,848.1323418751105,238.78791148335475,867.1645967030997,210.59197840485206,880.9101140788698,177.46175703761145,777.9949583423352
labeled-data,J6-491,img18297.png,291.65528600554717,812.8874255269822,260.9922087826755,823.813349594902,272.6230311775579,847.7798927116291,235.96831817550444,824.5182479218645,267.33629372533863,866.4596983761372,235.26341984854187,861.8778592508805,205.6576901161141,880.2052157519072,177.81420620109273,779.052305832779
labeled-data,J6-491,img18362.png,366.022058155611,595.0738424955492,337.47367591362706,611.6389531791696,357.91572739554147,626.0893688819021,313.5071327968998,633.4908013150091,349.80939663547196,657.1048952682551,311.03998865253084,675.7847009327631,299.76161542112976,714.5541089157043,208.82973124295873,807.9531372382444
labeled-data,J6-491,img18395.png,443.5608647100854,337.78597466600223,423.4712623916522,353.64618702265994,445.67555969097305,363.16231443665464,403.3816600732191,376.90783181242466,446.38045801793567,397.7023324578204,396.3326768035934,423.78357055543535,379.41511695649183,459.02848690356365,316.3267166933421,568.992625909724
labeled-data,J6-491,img18428.png,509.4688582810853,291.26269584236763,492.90374759746504,262.7143136003837,485.5023151643581,282.0990175918543,476.3386369138447,245.79675375328213,470.6994502981442,294.08228915021795,440.03637307527254,269.7632968700094,399.504719274925,287.7382042075548,334.65407319436883,389.5960124536457
labeled-data,J6-491,img18493.png,720.9383563698553,145.70119132459772,698.3816099070532,188.69998926931427,730.45448378385,190.4622350867207,681.4640500599517,180.59365850924476,731.864280437775,205.61754911641586,702.6109998688287,221.47776147307363,696.2669149261656,246.14920291676347,630.3589213551655,331.0894513157527
labeled-data,J6-491,img18559.png,731.1593821108125,267.2961527256404,714.2418222637109,244.38695709935703,705.4305931766789,269.4108477065281,695.2095674357217,233.10858386795596,689.2179316565398,280.33677177444787,656.7926086162618,261.3045169464586,616.2609548159141,284.213712572742,510.17375660804794,336.7286379314532
labeled-data,J6-491,img18592.png,726.929992149037,385.014173328389,736.4461195630317,344.13007036456014,703.6683473592724,347.65456199937296,744.2000011596199,327.21251051745855,694.8571182722403,324.040468046127,715.2991697541547,297.60678078503076,707.8977373210478,261.65696610993984,614.851158161989,198.2161166833089
